route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R5,WEEKEND,R5-D1-WE-1730,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1800,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1830,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1900,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1930,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-2000,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-2030,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-2100,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-2130,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-2200,Butel,1,,SHP-R5-D1
R15,WEEKDAY,R15-D0-WD-0600,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0630,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0700,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0730,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0800,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0830,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0900,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-0930,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1000,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1030,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1100,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1130,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1200,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1230,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1300,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1330,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1400,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1430,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1500,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1530,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1600,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1630,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1700,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1730,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1800,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1830,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1900,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-1930,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2000,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2030,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2100,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2130,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2200,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2230,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D0-WD-2300,Avtokomanda,0,,SHP-R15-D0
R15,WEEKDAY,R15-D1-WD-0600,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0630,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0700,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0730,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0800,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0830,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0900,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-0930,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1000,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1030,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1100,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1130,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1200,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1230,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1300,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1330,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1400,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1430,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1500,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1530,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1600,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1630,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1700,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1730,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1800,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1830,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1900,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-1930,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2000,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2030,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2100,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2130,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2200,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2230,Gradski Park,1,,SHP-R15-D1
R15,WEEKDAY,R15-D1-WD-2300,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D0-WE-0700,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-0740,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-0820,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-0900,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-0940,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1020,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1100,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1140,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1220,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1300,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1340,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1420,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1500,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1540,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1620,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1700,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1740,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1820,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1900,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-1940,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-2020,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-2100,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D0-WE-2140,Avtokomanda,0,,SHP-R15-D0
R15,WEEKEND,R15-D1-WE-0700,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-0740,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-0820,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-0900,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-0940,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1020,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1100,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1140,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1220,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1300,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1340,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1420,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1500,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1540,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1620,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1700,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1740,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1820,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1900,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-1940,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-2020,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-2100,Gradski Park,1,,SHP-R15-D1
R15,WEEKEND,R15-D1-WE-2140,Gradski Park,1,,SHP-R15-D1
R22,WEEKDAY,R22-D0-WD-0600,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0630,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0700,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0730,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0800,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0830,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0900,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-0930,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1000,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1030,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1100,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1130,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1200,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1230,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1300,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1330,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1400,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1430,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1500,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1530,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1600,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1630,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1700,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1730,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1800,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1830,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1900,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-1930,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2000,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2030,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2100,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2130,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2200,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2230,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D0-WD-2300,Zelezara,0,,SHP-R22-D0
R22,WEEKDAY,R22-D1-WD-0600,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0630,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0700,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0730,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0800,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0830,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0900,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-0930,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1000,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1030,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1100,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1130,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1200,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1230,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1300,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1330,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1400,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1430,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1500,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1530,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1600,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1630,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1700,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1730,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1800,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1830,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1900,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-1930,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2000,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2030,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2100,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2130,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2200,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2230,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKDAY,R22-D1-WD-2300,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D0-WE-0700,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-0740,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-0820,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-0900,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-0940,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1020,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1100,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1140,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1220,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1300,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1340,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1420,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1500,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1540,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1620,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1700,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1740,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1820,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1900,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-1940,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-2020,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-2100,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D0-WE-2140,Zelezara,0,,SHP-R22-D0
R22,WEEKEND,R22-D1-WE-0700,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-0740,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-0820,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-0900,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-0940,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1020,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1100,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1140,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1220,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1300,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1340,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1420,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1500,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1540,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1620,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1700,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1740,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1820,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1900,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-1940,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-2020,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-2100,Klinichki Centar,1,,SHP-R22-D1
R22,WEEKEND,R22-D1-WE-2140,Klinichki Centar,1,,SHP-R22-D1
R24,WEEKDAY,R24-D0-WD-0600,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0630,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0700,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0730,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0800,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0830,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0900,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-0930,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1000,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1030,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1100,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1130,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1200,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1230,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1300,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1330,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1400,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1430,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1500,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1530,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1600,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1630,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1700,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1730,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1800,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1830,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1900,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-1930,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2000,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2030,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2100,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2130,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2200,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2230,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D0-WD-2300,Drachevo,0,,SHP-R24-D0
R24,WEEKDAY,R24-D1-WD-0600,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0630,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0700,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0730,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0800,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0830,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0900,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-0930,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1000,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1030,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1100,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1130,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1200,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1230,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1300,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1330,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1400,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1430,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1500,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1530,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1600,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1630,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1700,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1730,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1800,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1830,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1900,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-1930,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2000,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2030,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2100,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2130,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2200,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2230,Kisela Voda,1,,SHP-R24-D1
R24,WEEKDAY,R24-D1-WD-2300,Kisela Voda,1,,SHP-R24-D1
R24,WEEKEND,R24-D0-WE-0700,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-0740,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-0820,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-0900,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-0940,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1020,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1100,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1140,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1220,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1300,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1340,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1420,Drachevo,0,,SHP-R24-D0
R24,WEEKEND,R24-D0-WE-1500,Drachevo,0,,SHP-R24-D0
