trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
R2-D0-WE-0800,08:06:00,08:06:00,S09,2,,0,0,1816.9
R2-D0-WE-0800,08:10:30,08:10:30,S08,3,,0,0,3143.1
R2-D0-WE-0800,08:14:00,08:14:00,S07,4,,0,0,4097.6
R2-D0-WE-0800,08:17:00,08:17:00,S12,5,,0,0,4802.5
R2-D0-WE-0800,08:20:30,08:20:30,S11,6,,0,0,5695.5
R2-D0-WE-0800,08:23:00,08:23:00,S27,7,,0,0,6254.3
R2-D0-WE-0800,08:25:30,08:25:30,S02,8,,0,0,6843.6
R2-D0-WE-0800,08:28:30,08:28:30,S23,9,,0,0,7649.3
R2-D0-WE-0800,08:31:30,08:31:30,S01,10,,0,0,8444.8
R2-D0-WE-0800,08:37:00,08:37:00,S13,11,,0,0,10079.1
R2-D0-WE-0800,08:40:00,08:40:00,S14,12,,0,0,10885.1
R2-D0-WE-0800,08:44:00,08:44:00,S15,13,,0,0,12023.3
R2-D0-WE-0830,08:30:00,08:30:00,S10,1,,0,0,0.0
R2-D0-WE-0830,08:36:00,08:36:00,S09,2,,0,0,1816.9
R2-D0-WE-0830,08:40:30,08:40:30,S08,3,,0,0,3143.1
R2-D0-WE-0830,08:44:00,08:44:00,S07,4,,0,0,4097.6
R2-D0-WE-0830,08:47:00,08:47:00,S12,5,,0,0,4802.5
R2-D0-WE-0830,08:50:30,08:50:30,S11,6,,0,0,5695.5
R2-D0-WE-0830,08:53:00,08:53:00,S27,7,,0,0,6254.3
R2-D0-WE-0830,08:55:30,08:55:30,S02,8,,0,0,6843.6
R2-D0-WE-0830,08:58:30,08:58:30,S23,9,,0,0,7649.3
R2-D0-WE-0830,09:01:30,09:01:30,S01,10,,0,0,8444.8
R2-D0-WE-0830,09:07:00,09:07:00,S13,11,,0,0,10079.1
R2-D0-WE-0830,09:10:00,09:10:00,S14,12,,0,0,10885.1
R2-D0-WE-0830,09:14:00,09:14:00,S15,13,,0,0,12023.3
R2-D0-WE-0900,09:00:00,09:00:00,S10,1,,0,0,0.0
R2-D0-WE-0900,09:06:00,09:06:00,S09,2,,0,0,1816.9
R2-D0-WE-0900,09:10:30,09:10:30,S08,3,,0,0,3143.1
R2-D0-WE-0900,09:14:00,09:14:00,S07,4,,0,0,4097.6
R2-D0-WE-0900,09:17:00,09:17:00,S12,5,,0,0,4802.5
R2-D0-WE-0900,09:20:30,09:20:30,S11,6,,0,0,5695.5
R2-D0-WE-0900,09:23:00,09:23:00,S27,7,,0,0,6254.3
R2-D0-WE-0900,09:25:30,09:25:30,S02,8,,0,0,6843.6
R2-D0-WE-0900,09:28:30,09:28:30,S23,9,,0,0,7649.3
R2-D0-WE-0900,09:31:30,09:31:30,S01,10,,0,0,8444.8
R2-D0-WE-0900,09:37:00,09:37:00,S13,11,,0,0,10079.1
R2-D0-WE-0900,09:40:00,09:40:00,S14,12,,0,0,10885.1
R2-D0-WE-0900,09:44:00,09:44:00,S15,13,,0,0,12023.3
R2-D0-WE-0930,09:30:00,09:30:00,S10,1,,0,0,0.0
R2-D0-WE-0930,09:36:00,09:36:00,S09,2,,0,0,1816.9
R2-D0-WE-0930,09:40:30,09:40:30,S08,3,,0,0,3143.1
R2-D0-WE-0930,09:44:00,09:44:00,S07,4,,0,0,4097.6
R2-D0-WE-0930,09:47:00,09:47:00,S12,5,,0,0,4802.5
R2-D0-WE-0930,09:50:30,09:50:30,S11,6,,0,0,5695.5
R2-D0-WE-0930,09:53:00,09:53:00,S27,7,,0,0,6254.3
R2-D0-WE-0930,09:55:30,09:55:30,S02,8,,0,0,6843.6
R2-D0-WE-0930,09:58:30,09:58:30,S23,9,,0,0,7649.3
R2-D0-WE-0930,10:01:30,10:01:30,S01,10,,0,0,8444.8
R2-D0-WE-0930,10:07:00,10:07:00,S13,11,,0,0,10079.1
R2-D0-WE-0930,10:10:00,10:10:00,S14,12,,0,0,10885.1
R2-D0-WE-0930,10:14:00,10:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1000,10:00:00,10:00:00,S10,1,,0,0,0.0
R2-D0-WE-1000,10:06:00,10:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1000,10:10:30,10:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1000,10:14:00,10:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1000,10:17:00,10:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1000,10:20:30,10:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1000,10:23:00,10:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1000,10:25:30,10:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1000,10:28:30,10:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1000,10:31:30,10:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1000,10:37:00,10:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1000,10:40:00,10:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1000,10:44:00,10:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1030,10:30:00,10:30:00,S10,1,,0,0,0.0
R2-D0-WE-1030,10:36:00,10:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1030,10:40:30,10:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1030,10:44:00,10:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1030,10:47:00,10:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1030,10:50:30,10:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1030,10:53:00,10:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1030,10:55:30,10:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1030,10:58:30,10:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1030,11:01:30,11:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1030,11:07:00,11:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1030,11:10:00,11:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1030,11:14:00,11:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1100,11:00:00,11:00:00,S10,1,,0,0,0.0
R2-D0-WE-1100,11:06:00,11:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1100,11:10:30,11:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1100,11:14:00,11:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1100,11:17:00,11:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1100,11:20:30,11:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1100,11:23:00,11:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1100,11:25:30,11:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1100,11:28:30,11:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1100,11:31:30,11:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1100,11:37:00,11:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1100,11:40:00,11:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1100,11:44:00,11:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1130,11:30:00,11:30:00,S10,1,,0,0,0.0
R2-D0-WE-1130,11:36:00,11:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1130,11:40:30,11:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1130,11:44:00,11:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1130,11:47:00,11:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1130,11:50:30,11:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1130,11:53:00,11:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1130,11:55:30,11:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1130,11:58:30,11:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1130,12:01:30,12:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1130,12:07:00,12:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1130,12:10:00,12:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1130,12:14:00,12:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1200,12:00:00,12:00:00,S10,1,,0,0,0.0
R2-D0-WE-1200,12:06:00,12:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1200,12:10:30,12:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1200,12:14:00,12:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1200,12:17:00,12:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1200,12:20:30,12:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1200,12:23:00,12:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1200,12:25:30,12:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1200,12:28:30,12:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1200,12:31:30,12:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1200,12:37:00,12:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1200,12:40:00,12:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1200,12:44:00,12:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1230,12:30:00,12:30:00,S10,1,,0,0,0.0
R2-D0-WE-1230,12:36:00,12:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1230,12:40:30,12:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1230,12:44:00,12:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1230,12:47:00,12:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1230,12:50:30,12:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1230,12:53:00,12:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1230,12:55:30,12:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1230,12:58:30,12:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1230,13:01:30,13:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1230,13:07:00,13:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1230,13:10:00,13:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1230,13:14:00,13:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1300,13:00:00,13:00:00,S10,1,,0,0,0.0
R2-D0-WE-1300,13:06:00,13:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1300,13:10:30,13:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1300,13:14:00,13:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1300,13:17:00,13:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1300,13:20:30,13:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1300,13:23:00,13:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1300,13:25:30,13:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1300,13:28:30,13:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1300,13:31:30,13:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1300,13:37:00,13:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1300,13:40:00,13:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1300,13:44:00,13:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1330,13:30:00,13:30:00,S10,1,,0,0,0.0
R2-D0-WE-1330,13:36:00,13:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1330,13:40:30,13:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1330,13:44:00,13:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1330,13:47:00,13:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1330,13:50:30,13:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1330,13:53:00,13:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1330,13:55:30,13:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1330,13:58:30,13:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1330,14:01:30,14:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1330,14:07:00,14:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1330,14:10:00,14:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1330,14:14:00,14:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1400,14:00:00,14:00:00,S10,1,,0,0,0.0
R2-D0-WE-1400,14:06:00,14:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1400,14:10:30,14:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1400,14:14:00,14:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1400,14:17:00,14:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1400,14:20:30,14:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1400,14:23:00,14:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1400,14:25:30,14:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1400,14:28:30,14:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1400,14:31:30,14:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1400,14:37:00,14:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1400,14:40:00,14:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1400,14:44:00,14:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1430,14:30:00,14:30:00,S10,1,,0,0,0.0
R2-D0-WE-1430,14:36:00,14:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1430,14:40:30,14:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1430,14:44:00,14:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1430,14:47:00,14:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1430,14:50:30,14:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1430,14:53:00,14:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1430,14:55:30,14:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1430,14:58:30,14:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1430,15:01:30,15:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1430,15:07:00,15:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1430,15:10:00,15:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1430,15:14:00,15:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1500,15:00:00,15:00:00,S10,1,,0,0,0.0
R2-D0-WE-1500,15:06:00,15:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1500,15:10:30,15:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1500,15:14:00,15:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1500,15:17:00,15:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1500,15:20:30,15:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1500,15:23:00,15:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1500,15:25:30,15:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1500,15:28:30,15:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1500,15:31:30,15:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1500,15:37:00,15:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1500,15:40:00,15:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1500,15:44:00,15:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1530,15:30:00,15:30:00,S10,1,,0,0,0.0
R2-D0-WE-1530,15:36:00,15:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1530,15:40:30,15:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1530,15:44:00,15:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1530,15:47:00,15:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1530,15:50:30,15:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1530,15:53:00,15:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1530,15:55:30,15:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1530,15:58:30,15:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1530,16:01:30,16:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1530,16:07:00,16:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1530,16:10:00,16:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1530,16:14:00,16:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1600,16:00:00,16:00:00,S10,1,,0,0,0.0
R2-D0-WE-1600,16:06:00,16:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1600,16:10:30,16:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1600,16:14:00,16:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1600,16:17:00,16:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1600,16:20:30,16:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1600,16:23:00,16:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1600,16:25:30,16:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1600,16:28:30,16:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1600,16:31:30,16:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1600,16:37:00,16:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1600,16:40:00,16:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1600,16:44:00,16:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1630,16:30:00,16:30:00,S10,1,,0,0,0.0
R2-D0-WE-1630,16:36:00,16:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1630,16:40:30,16:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1630,16:44:00,16:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1630,16:47:00,16:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1630,16:50:30,16:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1630,16:53:00,16:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1630,16:55:30,16:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1630,16:58:30,16:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1630,17:01:30,17:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1630,17:07:00,17:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1630,17:10:00,17:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1630,17:14:00,17:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1700,17:00:00,17:00:00,S10,1,,0,0,0.0
R2-D0-WE-1700,17:06:00,17:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1700,17:10:30,17:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1700,17:14:00,17:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1700,17:17:00,17:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1700,17:20:30,17:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1700,17:23:00,17:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1700,17:25:30,17:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1700,17:28:30,17:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1700,17:31:30,17:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1700,17:37:00,17:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1700,17:40:00,17:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1700,17:44:00,17:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1730,17:30:00,17:30:00,S10,1,,0,0,0.0
R2-D0-WE-1730,17:36:00,17:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1730,17:40:30,17:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1730,17:44:00,17:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1730,17:47:00,17:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1730,17:50:30,17:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1730,17:53:00,17:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1730,17:55:30,17:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1730,17:58:30,17:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1730,18:01:30,18:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1730,18:07:00,18:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1730,18:10:00,18:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1730,18:14:00,18:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1800,18:00:00,18:00:00,S10,1,,0,0,0.0
R2-D0-WE-1800,18:06:00,18:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1800,18:10:30,18:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1800,18:14:00,18:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1800,18:17:00,18:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1800,18:20:30,18:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1800,18:23:00,18:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1800,18:25:30,18:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1800,18:28:30,18:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1800,18:31:30,18:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1800,18:37:00,18:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1800,18:40:00,18:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1800,18:44:00,18:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1830,18:30:00,18:30:00,S10,1,,0,0,0.0
R2-D0-WE-1830,18:36:00,18:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1830,18:40:30,18:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1830,18:44:00,18:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1830,18:47:00,18:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1830,18:50:30,18:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1830,18:53:00,18:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1830,18:55:30,18:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1830,18:58:30,18:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1830,19:01:30,19:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1830,19:07:00,19:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1830,19:10:00,19:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1830,19:14:00,19:14:00,S15,13,,0,0,12023.3
R2-D0-WE-1900,19:00:00,19:00:00,S10,1,,0,0,0.0
R2-D0-WE-1900,19:06:00,19:06:00,S09,2,,0,0,1816.9
R2-D0-WE-1900,19:10:30,19:10:30,S08,3,,0,0,3143.1
R2-D0-WE-1900,19:14:00,19:14:00,S07,4,,0,0,4097.6
R2-D0-WE-1900,19:17:00,19:17:00,S12,5,,0,0,4802.5
R2-D0-WE-1900,19:20:30,19:20:30,S11,6,,0,0,5695.5
R2-D0-WE-1900,19:23:00,19:23:00,S27,7,,0,0,6254.3
R2-D0-WE-1900,19:25:30,19:25:30,S02,8,,0,0,6843.6
R2-D0-WE-1900,19:28:30,19:28:30,S23,9,,0,0,7649.3
R2-D0-WE-1900,19:31:30,19:31:30,S01,10,,0,0,8444.8
R2-D0-WE-1900,19:37:00,19:37:00,S13,11,,0,0,10079.1
R2-D0-WE-1900,19:40:00,19:40:00,S14,12,,0,0,10885.1
R2-D0-WE-1900,19:44:00,19:44:00,S15,13,,0,0,12023.3
R2-D0-WE-1930,19:30:00,19:30:00,S10,1,,0,0,0.0
R2-D0-WE-1930,19:36:00,19:36:00,S09,2,,0,0,1816.9
R2-D0-WE-1930,19:40:30,19:40:30,S08,3,,0,0,3143.1
R2-D0-WE-1930,19:44:00,19:44:00,S07,4,,0,0,4097.6
R2-D0-WE-1930,19:47:00,19:47:00,S12,5,,0,0,4802.5
R2-D0-WE-1930,19:50:30,19:50:30,S11,6,,0,0,5695.5
R2-D0-WE-1930,19:53:00,19:53:00,S27,7,,0,0,6254.3
R2-D0-WE-1930,19:55:30,19:55:30,S02,8,,0,0,6843.6
R2-D0-WE-1930,19:58:30,19:58:30,S23,9,,0,0,7649.3
R2-D0-WE-1930,20:01:30,20:01:30,S01,10,,0,0,8444.8
R2-D0-WE-1930,20:07:00,20:07:00,S13,11,,0,0,10079.1
R2-D0-WE-1930,20:10:00,20:10:00,S14,12,,0,0,10885.1
R2-D0-WE-1930,20:14:00,20:14:00,S15,13,,0,0,12023.3
R2-D0-WE-2000,20:00:00,20:00:00,S10,1,,0,0,0.0
R2-D0-WE-2000,20:06:00,20:06:00,S09,2,,0,0,1816.9
R2-D0-WE-2000,20:10:30,20:10:30,S08,3,,0,0,3143.1
R2-D0-WE-2000,20:14:00,20:14:00,S07,4,,0,0,4097.6
R2-D0-WE-2000,20:17:00,20:17:00,S12,5,,0,0,4802.5
R2-D0-WE-2000,20:20:30,20:20:30,S11,6,,0,0,5695.5
R2-D0-WE-2000,20:23:00,20:23:00,S27,7,,0,0,6254.3
R2-D0-WE-2000,20:25:30,20:25:30,S02,8,,0,0,6843.6
R2-D0-WE-2000,20:28:30,20:28:30,S23,9,,0,0,7649.3
R2-D0-WE-2000,20:31:30,20:31:30,S01,10,,0,0,8444.8
R2-D0-WE-2000,20:37:00,20:37:00,S13,11,,0,0,10079.1
R2-D0-WE-2000,20:40:00,20:40:00,S14,12,,0,0,10885.1
R2-D0-WE-2000,20:44:00,20:44:00,S15,13,,0,0,12023.3
R2-D0-WE-2030,20:30:00,20:30:00,S10,1,,0,0,0.0
R2-D0-WE-2030,20:36:00,20:36:00,S09,2,,0,0,1816.9
R2-D0-WE-2030,20:40:30,20:40:30,S08,3,,0,0,3143.1
R2-D0-WE-2030,20:44:00,20:44:00,S07,4,,0,0,4097.6
R2-D0-WE-2030,20:47:00,20:47:00,S12,5,,0,0,4802.5
R2-D0-WE-2030,20:50:30,20:50:30,S11,6,,0,0,5695.5
R2-D0-WE-2030,20:53:00,20:53:00,S27,7,,0,0,6254.3
R2-D0-WE-2030,20:55:30,20:55:30,S02,8,,0,0,6843.6
R2-D0-WE-2030,20:58:30,20:58:30,S23,9,,0,0,7649.3
R2-D0-WE-2030,21:01:30,21:01:30,S01,10,,0,0,8444.8
R2-D0-WE-2030,21:07:00,21:07:00,S13,11,,0,0,10079.1
R2-D0-WE-2030,21:10:00,21:10:00,S14,12,,0,0,10885.1
R2-D0-WE-2030,21:14:00,21:14:00,S15,13,,0,0,12023.3
R2-D0-WE-2100,21:00:00,21:00:00,S10,1,,0,0,0.0
R2-D0-WE-2100,21:06:00,21:06:00,S09,2,,0,0,1816.9
R2-D0-WE-2100,21:10:30,21:10:30,S08,3,,0,0,3143.1
R2-D0-WE-2100,21:14:00,21:14:00,S07,4,,0,0,4097.6
R2-D0-WE-2100,21:17:00,21:17:00,S12,5,,0,0,4802.5
R2-D0-WE-2100,21:20:30,21:20:30,S11,6,,0,0,5695.5
R2-D0-WE-2100,21:23:00,21:23:00,S27,7,,0,0,6254.3
R2-D0-WE-2100,21:25:30,21:25:30,S02,8,,0,0,6843.6
R2-D0-WE-2100,21:28:30,21:28:30,S23,9,,0,0,7649.3
R2-D0-WE-2100,21:31:30,21:31:30,S01,10,,0,0,8444.8
R2-D0-WE-2100,21:37:00,21:37:00,S13,11,,0,0,10079.1
R2-D0-WE-2100,21:40:00,21:40:00,S14,12,,0,0,10885.1
R2-D0-WE-2100,21:44:00,21:44:00,S15,13,,0,0,12023.3
R2-D0-WE-2130,21:30:00,21:30:00,S10,1,,0,0,0.0
R2-D0-WE-2130,21:36:00,21:36:00,S09,2,,0,0,1816.9
R2-D0-WE-2130,21:40:30,21:40:30,S08,3,,0,0,3143.1
R2-D0-WE-2130,21:44:00,21:44:00,S07,4,,0,0,4097.6
R2-D0-WE-2130,21:47:00,21:47:00,S12,5,,0,0,4802.5
R2-D0-WE-2130,21:50:30,21:50:30,S11,6,,0,0,5695.5
R2-D0-WE-2130,21:53:00,21:53:00,S27,7,,0,0,6254.3
R2-D0-WE-2130,21:55:30,21:55:30,S02,8,,0,0,6843.6
